@relation 'unknown-weka.filters.unsupervised.attribute.Remove-R3,5,10-12'

@attribute confidentiality {yes,no}
@attribute integrity {yes,no}
@attribute availability {yes,no}
@attribute ' identification & authentication' {yes,no}
@attribute accountability {yes,no}
@attribute privacy {yes,no}
@attribute documentID string
@attribute sentence string

@data
no,no,no,no,no,no,vler,'contain reply will enrollment status applicant_enrolled applicant_not_enrolled applicant_not_found'
yes,yes,no,no,yes,no,vler,'veteran applicant some will be likely those be who not it be not that viers will able be identify to they return case this va will status applicant_not_found cms'
no,yes,no,no,no,no,vler,'conform cms request response icd reference 2 #'
no,no,no,no,no,no,vler,'perform cms following'
yes,yes,no,no,yes,no,vler,'perform cms following create cms request soap simple object access protocol information va specify aca applicant give'
yes,no,no,no,yes,no,vler,'perform cms following send cms request vler gateway synchronous web service call'
yes,no,no,no,no,no,vler,'run web service will https production testing possibly'
yes,no,no,no,yes,no,vler,'receive cms back call return value web service response request'
no,no,no,no,no,no,vler,'note be cms internal processing all scope technical story this'
no,no,no,no,no,no,vler,'detailed flow through gateway vler'
no,yes,no,no,no,no,vler,'conform cms request response icd reference 2 #'
yes,yes,no,no,yes,no,vler,'pass web service call cms entire soap message its be viers unchanged host address'
no,yes,no,no,no,no,vler,'be viers interface same to be that vler gateway request this'
no,yes,no,no,yes,no,vler,'pass synchronous response back viers be unchanged back cms'
no,yes,no,no,no,no,vler,'conform viers request response reference 3 #'
no,no,no,no,no,no,vler,'perform vler gateway following'
no,yes,no,no,yes,no,vler,'perform vler gateway following receive gateway synchronous web service request'
yes,no,no,no,no,no,vler,'run web service will https production testing possibly'
no,yes,no,no,yes,no,vler,'obtain gateway entire soap request'
yes,yes,no,no,yes,no,vler,'create gateway web service request viers'
yes,no,no,no,yes,no,vler,'perform gateway call synchronous web service viers use above request'
yes,no,no,no,no,no,vler,'run web service will https production testing possibly'
yes,no,no,no,yes,no,vler,'call gateway receive back return value web service response request'
no,yes,no,no,yes,no,vler,'obtain gateway entire soap response'
yes,yes,no,no,yes,no,vler,'create gateway response cms request'
yes,no,no,no,yes,no,vler,'return gateway reply incoming cms request response'
no,no,no,no,no,no,vler,'software design note'
no,no,no,no,no,no,vler,'change support to easier faster implementation future aca request request and possibly other similar design vler gateway have be implement to proxy structure use apache camel cxf component framework'
no,no,no,no,no,no,vler,'configure proxy be endpoint address specify das property file'
yes,yes,no,no,yes,no,vler,'pass vler gateway proxy soap request viers receive synchronous response return it cms'
no,no,no,no,no,no,vler,'detailed flow viers'
no,yes,no,no,no,no,vler,'conform viers request response reference 3 #'
no,no,no,no,no,no,vler,'perform viers following'
yes,no,no,no,yes,no,vler,'perform viers following receive viers synchronous soap web service request vler gateway'
yes,no,no,no,no,no,vler,'run web service will https production testing possibly'
no,no,no,no,yes,no,vler,'vier construct soap response'
yes,no,no,no,yes,no,vler,'return vier response vler gateway'
no,no,no,no,no,no,vler,'note be viers internal processing all scope technical story this'
no,no,no,no,no,no,vler,'post condition'
no,no,no,no,no,no,vler,'the all precondition'
yes,yes,no,no,yes,no,vler,'receive cms have back response request they datum aca applicant give'
no,no,no,no,no,no,vler,'alternate flow'
no,no,no,no,no,no,vler,none
no,no,no,no,no,no,vler,'alternate flow post condition'
no,no,no,no,no,no,vler,'n a'
no,no,no,no,no,no,vler,'detailed listing acceptance criteria'
no,no,no,no,no,no,vler,'requirement id description'
yes,yes,no,no,yes,no,vler,'receive ts006 vler da .01.2.01 soap request aca enrollment status cms hub'
yes,yes,no,no,yes,no,vler,'request ts006 vler da .01.2.02 forwards soap viers'
yes,yes,no,no,yes,no,vler,'receive ts006 vler da .01.2.03 soap response viers'
yes,yes,no,no,yes,no,vler,'return ts006 vler da .01.2.04 soap response cms hub'
no,no,no,no,no,no,vler,'dependency assumption'
no,no,no,no,no,no,vler,'regard change any wsdl schema associate interface control document icd may be change requirement cms aca request'
no,no,no,no,no,no,vler,'necessitate requirement change that may future work additional change to code we documentation accordingly'
no,no,no,no,no,no,vler,'user story us007 vso submit form v1 .01 .0'
no,no,no,no,no,no,vler,story
yes,yes,no,no,yes,no,vler,'want veteran service organization vso claims management service cms i virtual lifetime electronic record vler data access services das pass to claim form submit electronically digit d2d digit veterans information eligibility record services viers receive so that veterans beneficiary they claim information they benefit timely fashion'
no,no,no,no,no,no,vler,background
no,no,no,no,no,no,vler,'submit currently large number claim be manage vso veterans'
no,no,no,no,no,no,vler,'paper-based claim all submit be incur cost additional physical creation claim mailing claim miscellaneous cost other associate paper submission'
no,no,no,no,no,no,vler,'decrease implement electronic submission process will amount time require claim process to be file decrease time benefit reach to veteran'
no,no,no,no,no,no,vler,'veteran relationship management vrm program management office pmo partnership compensation service veterans benefits administration vba request design development enterprise digits-to-digits electronic claims submission d2d service provide that will common access point standardize to centralize integrate universal collection benefits claim forms evidence datum support produce to streamlined paperless veteran service member-centric claim process'
no,no,no,no,no,no,vler,conversation
yes,yes,no,no,yes,no,vler,'capture vso claims management service cms claim information veteran vso management system'
yes,yes,no,no,yes,no,vler,'generate vso cms structured electronic va form'
yes,yes,no,no,yes,no,vler,'submit vso cms electronically process a form vler das'
yes,yes,no,no,yes,no,vler,'receive vler da form forwards claim d2d service host vier high priority request vso'
no,no,yes,no,no,no,vler,'frequency expect vler da claim submission 5,000 day each'
no,no,no,no,no,no,vler,'detailed listing acceptance criteria'
yes,yes,no,no,yes,no,vler,'send vler da form d2d application vier system high priority request vso'
no,no,no,no,no,no,vler,constraint
no,no,no,no,no,no,vler,'none present'
no,no,no,no,no,no,vler,assumption
no,yes,no,no,yes,no,vler,'ensure d2d will accredit vso cms be currently office government council ogc submit to form veterans'
yes,yes,no,no,yes,no,vler,'ensure d2d will have vso cms power attorney poa place veteran claim submit'
yes,yes,no,yes,yes,no,vler,'ensure d2d will have vso cms image signature veteran'
no,no,no,no,no,no,vler,'responsible d2d be form persistence'
no,no,no,yes,yes,no,vler,'perform d2d identity management'
no,yes,no,no,no,no,vler,'perform validation form all be d2d'
yes,yes,no,no,yes,no,vler,'ensure d2d will have vso cms active corporate record order submit to form veteran'
no,no,no,no,no,no,vler,'user story us007 vso submit attachment .02 v1 .0'
no,no,no,no,no,no,vler,story
yes,yes,no,no,yes,no,vler,'want veteran service organization vso claims management system cms i virtual lifetime electronic record vler data access services das pass to attachment submit electronically digit d2d digit veterans information eligibility record services viers receive so that veterans beneficiary they claim information they benefit timely fashion'
no,no,no,no,no,no,vler,background
no,no,no,no,no,no,vler,'submit currently large number claim be manage vso veterans'
no,no,no,no,no,no,vler,'paper-based claim all submit be incur cost additional physical creation claim mailing claim miscellaneous cost other associate paper submission'
no,no,no,no,no,no,vler,'decrease implement electronic submission process will amount time require claim process to be file decrease time benefit reach to veteran'
no,no,no,no,no,no,vler,'veteran relationship management vrm program management office pmo partnership compensation service veterans benefits administration vba request design development enterprise digits-to-digits electronic claims submission d2d service provide that will common access point standardize to centralize integrate universal collection benefits claim forms evidence datum support produce to streamlined paperless veteran service member-centric claim process'
no,no,no,no,no,no,vler,conversation
yes,yes,no,no,yes,no,vler,'upload vso claim evidence information veteran vso cms'
yes,yes,no,no,yes,no,vler,'generate vso cms structured electronic attachment package'
yes,no,no,no,yes,no,vler,'send vso cms attachment one transmission'
yes,yes,no,no,yes,no,vler,'submit vso cms electronically electronic attachment package vler das'
yes,yes,no,no,yes,no,vler,'receive vler da host forwards package attachment d2d service vier low priority request vso'
no,no,yes,no,no,no,vler,'frequency expect vler da claim submission 5,000 attachment possible additional day each'
no,no,no,no,no,no,vler,'detailed listing acceptance criteria'
yes,yes,no,no,yes,no,vler,'send vler da attachment d2d vier low priority request vso'
no,yes,yes,no,yes,no,vler,'reject vler da greater attachment any 10mb'
no,no,no,no,no,no,vler,constraint
no,yes,yes,no,no,no,vler,'less attachment any be than equal 10mb'
no,no,no,no,no,no,vler,'be media type attachment technical constraint va.'
no,no,no,no,no,no,vler,assumption
no,yes,no,no,yes,no,vler,'ensure d2d will accredit vso cms be currently office government council ogc submit to form veterans'
yes,yes,no,no,yes,no,vler,'ensure d2d will have vso cms power attorney poa place veteran claim submit'
yes,yes,no,yes,yes,no,vler,'ensure d2d will have vso cms image signature veteran'
no,no,no,no,no,no,vler,'responsible d2d be form persistence'
no,no,no,yes,yes,no,vler,'perform d2d identity management'
no,yes,no,no,no,no,vler,'perform validation form all be d2d'
yes,yes,no,no,yes,no,vler,'ensure d2d will have vso cms active corporate record order submit to form veteran'
no,no,no,no,no,no,vler,'user story us007 .03 check vso status v. 1.0'
no,no,no,no,no,no,vler,story
yes,yes,no,no,yes,no,vler,'want veteran service organization vso claims management system cms i virtual lifetime electronic record vler data access services das pass to request response status submission digit d2d digit veterans information eligibility record services viers determine so that vso can submit whether claim evidence attach be successfully'
no,no,no,no,no,no,vler,background
no,no,no,no,no,no,vler,'submit currently large number claim be manage vso veterans'
no,no,no,no,no,no,vler,'paper-based claim all submit be incur cost additional physical creation claim mailing claim miscellaneous cost other associate paper submission'
no,no,no,no,no,no,vler,'decrease implement electronic submission process will amount time claim fill to be process file decrease time benefit reach to veteran'
no,no,no,no,no,no,vler,'veteran relationship management vrm program management office pmo partnership compensation service veterans benefits administration vba request design development enterprise digits-to-digits electronic claims submission d2d service provide that will common access point standardize to centralize integrate universal collection benefits claim forms evidence datum support produce to streamlined paperless veteran service member-centric claim process'
no,no,no,no,no,no,vler,conversation
yes,yes,no,no,yes,no,vler,'process vler das check vso status request high priority request vso'
no,no,yes,no,no,no,vler,'potential volume be there 300 vso cms'
yes,yes,no,no,yes,no,vler,'send vso cms check a status request vler das'
yes,yes,no,no,yes,no,vler,'send vler da check the status request d2d'
no,yes,no,no,yes,no,vler,'retrieve d2d manifest status'
yes,yes,no,no,yes,no,vler,'send d2d status response vler das'
yes,yes,no,no,yes,no,vler,'send vler da status response vso cms send which original request'
no,no,no,no,no,no,vler,'detailed listing acceptance criteria'
yes,yes,no,no,yes,no,vler,'pass vler da check status request vso d2d application vier system'
yes,yes,no,no,yes,no,vler,'pass vler da status response d2d vso cms send which original request'
yes,yes,no,no,yes,no,vler,'process vler das check vso cms status request high priority request vso'
no,no,no,no,no,no,vler,constraint
no,no,no,no,no,no,vler,'none present'
no,no,no,no,no,no,vler,assumption
no,yes,no,no,yes,no,vler,'ensure d2d will accredit vso cms be currently office government council ogc submit to form veterans'
yes,yes,no,no,yes,no,vler,'ensure d2d will have vso cms power attorney poa place veteran claim submit'
yes,yes,no,yes,yes,no,vler,'ensure d2d will have vso cms image signature veteran'
no,no,no,no,no,no,vler,'responsible d2d be form persistence'
no,no,no,yes,yes,no,vler,'perform d2d identity management'
no,yes,no,no,no,no,vler,'perform validation form all be d2d'
yes,yes,no,no,yes,no,vler,'ensure d2d will have vso cms active corporate record order submit to form veteran'
no,no,no,no,no,no,vler,'user story us007 vso confirm submission v1 .04 .0'
no,no,no,no,no,no,vler,story
yes,yes,no,no,yes,no,vler,'want veteran service organization vso claims management system cms i virtual lifetime electronic record vler data access services das pass to submission confirmation request response digits d2d digit system veterans information eligibility records system viers complete so that i can submission claim veteran'
no,no,no,no,no,no,vler,background
no,no,no,no,no,no,vler,'submit currently large number claim be manage vso veterans'
no,no,no,no,no,no,vler,'paper-based claim all submit be incur cost additional physical creation claim mailing claim miscellaneous cost other associate paper submission'
no,no,no,no,no,no,vler,'decrease implement electronic submission process will amount time require claim process to be file decrease time benefit reach to veteran'
no,no,no,no,no,no,vler,'veteran relationship management vrm program management office pmo partnership compensation service veterans benefits administration vba request design development enterprise digits-to-digits electronic claims submission d2d service provide that will common access point standardize to centralize integrate universal collection benefits claim forms evidence datum support produce to streamlined paperless veteran service member-centric claim process'
no,no,no,no,no,no,vler,conversation
yes,yes,no,no,yes,no,vler,'send vso cms confirm submission request vler das'
yes,yes,no,no,yes,no,vler,'send vler da confirm submission request d2d viers'
yes,yes,no,no,yes,no,vler,'send d2d vler das confirm submission response viers'
yes,yes,no,no,yes,no,vler,'send vler da confirm submission response vso cms send which original confirm submission request'
yes,yes,no,no,yes,no,vler,'process vler das request vso cms confirm submission priority high as request vso cms'
no,no,no,no,no,no,vler,'detailed listing acceptance criteria'
yes,yes,no,no,yes,no,vler,'send vler da confirm submission request d2d viers'
yes,yes,no,no,yes,no,vler,'send vler da confirm submission response vso cms send which original confirm submission request'
yes,yes,no,no,yes,no,vler,'process vler das submit vso cms form request as priority high request vso cms'
no,no,no,no,no,no,vler,constraint
no,no,no,no,no,no,vler,'none present'
no,no,no,no,no,no,vler,assumption
no,yes,no,no,yes,no,vler,'ensure d2d will accredit vso cms be currently office government council ogc submit to form veterans'
yes,yes,no,no,yes,no,vler,'ensure d2d will have vso cms power attorney poa place veteran claim submit'
yes,yes,no,yes,yes,no,vler,'ensure d2d will have vso cms image signature veteran'
no,no,no,no,no,no,vler,'responsible d2d be form persistence'
no,no,no,yes,yes,no,vler,'perform d2d identity management'
no,yes,no,no,no,no,vler,'perform validation form all be d2d'
yes,yes,no,no,yes,no,vler,'ensure d2d will have vso cms active corporate record order submit to form veteran'
no,no,no,no,no,no,vler,'user story us008 identity idm management .01 get master veteran index mvi correspond v1 id .0'
yes,no,no,no,yes,no,vler,'want consumer application bie hie i access to information health benefit client any participate producer dod va application provide client identifier icn integrated control number edipi electronic data interchange personal identification number'
no,no,no,no,no,no,vler,conversation
no,no,no,yes,no,no,vler,'conversation mvi system master veteran index will be only use das data access service identity management function any'
no,no,no,no,no,no,vler,'call system this be formerly mpi index master patient'
no,no,no,no,no,no,vler,'see err va enterprise requirement repository management identity section'
no,no,no,no,no,no,vler,'interface das will mvi environment follow'
yes,no,no,no,yes,no,vler,'interface das will mvi environment follow call das mvi component will translate mvi to versa pid identifier person from icn edipi vice require as das access to producer'
yes,yes,no,no,yes,no,vler,'only das will call mvi translation need when pid be producer one at least call that das differ type pid supply consumer type pid require producer e.g. supply consumer require icn but producer supplies edipus consumer require edipus producer icn'
yes,yes,no,no,yes,no,vler,'only das will perform read mvi datum not write such add as updates deletes'
yes,yes,no,no,no,no,vler,'not das will establish pid correlation mvi'
no,yes,no,no,no,no,vler,'not das will store cache mvi correlation'
yes,yes,no,no,yes,no,vler,'need das may subscribe to icn maintenance message mvi document if da cache'
yes,yes,no,no,yes,no,vler,'cache document would be aa assign authority pid need whenever pid das change would to either purge cache update the cache document pid new'
yes,yes,no,no,yes,no,vler,'call das will get mvi to list of correlate identity id source on pid application consumer submit'
no,no,no,no,no,no,vler,'reference mvi service definition document and get_profile use case mvi'
yes,yes,no,no,yes,no,vler,'report receive if das error mvi das will http error back consumer application'
no,no,no,no,no,no,vler,'be error code http error code set 1.1'
yes,yes,no,yes,yes,no,vler,'submit return if mvi identity multiple pid request das will request necessary producer use return each identity mvi aggregate will result need'
yes,yes,no,yes,no,no,vler,'allow only while client should have edipus single icn single mvi datum model do veteran have to identifier multiple type same'
no,yes,no,no,no,no,vler,'use das will interface new mvi use which soap protocol hl7v3 datum standard .0 http va network'
no,no,no,no,no,no,vler,'assume das will pid that pid any receive consumer be active'
yes,yes,no,no,yes,no,vler,'only das will query mvi active source id current deprecate not pid will return be mvi das'
no,no,no,no,no,no,vler,'acceptance criteria'
yes,yes,no,no,yes,no,vler,'acceptance criteria consumer application bie hie send that request das use icn receive as pid will relevant benefit all available electronically health record from producer specify das icd candidate ver 1.0 das source whether benefit those health record be das use icn edipi pid'
no,no,no,no,no,no,vler,'test scenario specific to be this follow as'
yes,yes,no,no,yes,no,vler,'acceptance criteria scenario specific test to be this follow as producer producer 1 accept that edipi pid interface da'
yes,yes,no,no,yes,no,vler,'acceptance criteria scenario specific test to be this follow as producer other s producers 2 accept that icn also interface da'
yes,yes,no,no,yes,no,vler,'acceptance criteria scenario specific test to be this follow as have veteran bie possibly possibly hie record producer 1 one at least producers 2'
yes,yes,no,no,yes,no,vler,'acceptance criteria scenario specific test to be this follow as submit consumer application request das use icn'
yes,yes,no,no,yes,no,vler,'acceptance criteria scenario specific test to be this follow as receive consumer application back atom feed contain that bie possibly hie record possibly producer both 1 producers 2 return i.e. bie hie record be pid type submit consumer application'
yes,yes,no,no,yes,no,vler,'acceptance criteria consumer application bie hie send that request das use edipi receive as pid will relevant benefit all available electronically health record from producer specify das icd candidate ver 1.0 das source whether benefit those health record be das use icn edipi pid'
no,no,no,no,no,no,vler,'test scenario specific to be this follow as'
yes,yes,no,no,yes,no,vler,'acceptance criteria scenario specific test to be this follow as producer producer 1 accept that icn pid interface da'
yes,yes,no,no,yes,no,vler,'acceptance criteria scenario specific test to be this follow as producer other s producers 2 accept that edipi also interface da'
yes,yes,no,no,yes,no,vler,'acceptance criteria scenario specific test to be this follow as have veteran bie possibly possibly hie record producer 1 one at least producers 2'
yes,yes,no,no,yes,no,vler,'acceptance criteria scenario specific test to be this follow as submit consumer application request das use edipi'
yes,yes,no,no,yes,no,vler,'acceptance criteria scenario specific test to be this follow as receive consumer application back atom feed contain that bie possibly hie record possibly producer both 1 producers 2 return bie i.e. hie record be pid type submit consumer application'
no,no,no,no,no,no,vler,'acceptance criteria demonstrate bie software engineering team will functionality require bhie development environment silver md spring'
no,no,no,no,no,no,vler,'acceptance criteria demonstrate require functionality will be bie software engineering team silver test environment available only after participant appropriate ready be environment same'
no,no,no,no,no,no,vler,constraint
no,no,no,no,no,no,vler,'none present'
no,no,no,no,no,no,vler,'technical story ts008 use mvi getcorrespondingid .01.1 ccp data retrieval v1 .0'
no,no,no,no,no,no,vler,story
yes,no,no,no,yes,yes,vler,'want consuming application i send to query virtual lifetime electronic record vler data access services das care coordinator profile datum patient identify icn integration control number patient national va id so use that vler da can service mvi getcorrespondingid index master veteran obtain to edipus corresponding identifier electronic data interchange personal member national dod service id retrieve which das can datum request producer appropriate return it i'
no,no,no,no,no,no,vler,overview
no,no,no,no,no,no,vler,'implement technical story this business requirement list user follow stories'
no,no,no,no,no,no,vler,'implement technical story this business requirement list user follow stories us008 .01 get idm mvi correspond id'
yes,yes,no,no,yes,no,vler,'send vler da icn member veteran service mvi get to edipus require application produce response request care coordinator profile information consuming application use that icn'
yes,yes,no,no,yes,no,vler,'send vler da identify request edipus application produce to member veteran service'
yes,yes,no,no,yes,no,vler,'send vler da care coordinator profile information request consuming application'
yes,yes,no,no,yes,no,vler,'be the exist consumer currently plan producer serve vler da only case need where invocation mvi getcorrespondingid service be identify when consumer request care coordinator profile datum producer system patient be icn'
yes,yes,no,no,yes,no,vler,'use case this mvi be obtain to edipi corresponding'
no,no,no,no,no,no,vler,actor
no,no,no,no,no,no,vler,'collaborate application follow meet to business requirement'
no,no,no,no,no,no,vler,'collaborate application follow meet to business requirement consumer'
no,no,no,no,no,no,vler,'collaborate application follow meet to business requirement vr vler read service'
no,no,no,no,no,no,vler,'collaborate application follow meet to business requirement mvi master veteran index'
no,no,no,no,no,no,vler,'collaborate application follow meet to business requirement producer awct vta fcmt'
no,no,no,no,no,no,vler,precondition
no,no,yes,no,no,no,vler,'run actor all must be'
yes,yes,no,no,yes,no,vler,'have consumer must network access vr internet'
yes,yes,no,no,yes,no,vler,'have vr must network access mvi va wide area network wan'
yes,yes,no,no,yes,no,vler,'have vr must network access producer va wide area network wan'
no,no,no,no,no,no,vler,'detailed flow system'
no,no,no,no,no,no,vler,'detailed flow consumer'
yes,yes,no,no,yes,no,vler,'make consumer pass request first vrs care coordinator profile datum'
no,no,no,no,no,no,vler,'do this be step follow'
yes,yes,no,no,yes,no,vler,'do this be step follow request consumer issue rest vr url specify care coordinator profile datum patient id icn that may be either edipus'
yes,yes,no,no,yes,no,vler,'do this be step follow receive consumer back atom feed pass response first request'
yes,yes,no,no,yes,no,vler,'include atom feed url link actual datum document subject gather producer all available'
yes,no,no,yes,yes,no,vler,'contain link each patient id appropriate translate possibly pass request first need producer system identify link'
no,no,no,no,no,no,vler,'note be internal processing all consumer scope technical story this'
no,no,no,no,no,no,vler,'detailed flow through vrs'
yes,yes,no,no,yes,no,vler,'route rest request be business process vrs datum that request care coordinator profile producer all available'
no,no,no,no,no,no,vler,'perform business process vrs step follow'
yes,yes,no,no,yes,no,vler,'business perform process vrs step follow receive pass rest request first form url consumer'
yes,yes,no,no,yes,no,vler,'perform business process vrs step follow check icn whether patient id request be edipi'
no,no,no,no,no,no,vler,'skip edipi step to 6'
yes,yes,no,no,yes,no,vler,'create soap getcorrespondingid request mvi request patient id all correspond icn'
yes,yes,no,no,yes,no,vler,'send getcorrespondingid request mvi receive synchronous response'
yes,yes,no,no,yes,no,vler,'contain soap response mvi list patient id all know mvi correspond that icn give'
yes,yes,no,no,yes,no,vler,'create rest request modify producer each substitute edipi obtain mvi response icn'
yes,yes,no,no,yes,no,vler,'send rest request update step 5 necessary if producers'
yes,yes,no,no,yes,no,vler,'aggregate response producers atom feed single'
yes,yes,no,no,yes,no,vler,'return atom feed consumer'
yes,yes,no,no,yes,no,vler,'add step 2 5 support invoke mvi getcorrespondingid service vler da business process exist retrieve care coordinator profiles producers'
no,no,no,no,no,no,vler,'detailed flow mvi'
no,yes,no,no,no,no,vler,'conform mvi request response reference 2 3'
no,no,no,no,no,no,vler,'perform mvi following'
yes,yes,no,no,yes,no,vler,'perform mvi following receive soap getcorrespondingid request vr contain id patient case this icn'
no,no,no,no,no,no,vler,'show example request be appendix a.'
yes,yes,no,no,yes,no,vler,'construct soap response contain list id all know which patient be mvi'
yes,no,no,no,no,no,vler,'expect list this be contain to edipi patient'
no,no,no,no,no,no,vler,'show example response be appendix b.'
yes,no,no,no,yes,no,vler,'return response vrs'
no,no,no,no,no,no,vler,'note be mvi internal processing all scope technical story this'
no,no,no,no,no,no,vler,'detailed flow producer'
no,no,no,no,no,no,vler,'perform producer each step follow'
yes,yes,no,no,yes,no,vler,'perform producer each the follow step receive pass rest request first vr'
yes,yes,no,no,yes,no,vler,'perform producer each step follow retrieves care coordinator profile datum form atom feed'
yes,yes,no,no,yes,no,vler,'producer each perform step follow return atom feed vrs'
no,no,no,no,no,no,vler,'note be internal processing all producer scope technical story this'
no,no,no,no,no,no,vler,'post condition'
no,no,no,no,no,no,vler,'the all precondition'
yes,yes,no,no,yes,no,vler,'receive consumer have response vrs pass request they first care coordinator profile datum'
no,no,no,no,no,no,vler,'alternate flow'
no,no,no,no,no,no,vler,none
no,no,no,no,no,no,vler,'alternate flow post condition'
no,no,no,no,no,no,vler,'n a'
no,no,no,no,no,no,vler,'detailed listing acceptance criteria'
no,no,no,no,no,no,vler,'requirement id description'
yes,yes,no,no,yes,no,vler,'receive ts008 vr .01.1.01 pass rest request first care coordinator profile datum consumer'
no,yes,no,no,no,no,vler,'specify pid request must icn edipus'
yes,yes,no,no,yes,no,vler,'send ts008 vr .01.1.02 soap request mvi translate to icn edipus necessary if'
yes,yes,no,no,yes,no,vler,'ts008 vr .01.1.03 receive soap response mvi necessary if'
yes,yes,no,no,yes,no,vler,'send ts008 vr .01.1.04 pass rest request first producer edipus pid'
yes,yes,no,no,yes,no,vler,'receive ts008 vr .01.1.05 feed pass atom first result producer'
yes,yes,no,no,yes,no,vler,'return ts008 vr .01.1.06 atom feed consumer'
yes,yes,no,no,yes,no,vler,'pick link url atom feed need list will have as edipi producers handle to pass request second'
no,no,no,no,no,no,vler,'dependency assumption'
no,no,no,no,no,no,vler,'regard change any wsdl schema associate interface control document icd may be change requirement mvi request'
no,no,no,no,no,no,vler,'necessitate requirement change that may future work additional change to code we documentation accordingly'
no,no,no,no,yes,no,vler,'user story us010 store exam result status .02 v2 capri from .0'
no,no,no,no,no,no,vler,story
yes,yes,no,no,yes,no,vler,'want examiner compensation vha pension c&p use compensation pension record interchange capri i store virtual lifetime electronic record vler data access services das to initially exam result complete as health so repository data hdr claim that disability advance adjudication process can'
no,no,no,no,no,no,vler,background
yes,yes,no,no,yes,yes,vler,'want capri service user i result exam store accessible to be interested party claim as part disability adjudication process'
no,yes,no,no,yes,no,vler,'occur require review exam result will submission das hdr'
no,yes,no,no,no,no,vler,'show table 1 depend that status exam result store when it be initially originator system originate'
no,no,no,no,no,no,vler,'highlight capri be bold text indicate in order to address that user story this only originate that system'
no,no,no,no,no,no,vler,'show row other table full range initial status value comparison purpose only'
no,no,no,no,no,no,vler,conversation
yes,yes,no,no,yes,no,vler,'receive vler da exam result vha c&p examiner use caprus status value of complete'
yes,yes,no,no,yes,no,vler,'send vler da exam result the complete status value hdr storage'
no,no,no,no,no,no,vler,'detailed listing acceptance criteria'
yes,yes,no,no,yes,no,vler,'receive vler da exam result caprus status value of complete send result exam hdr storage'
no,no,no,no,no,no,vler,assumption
yes,no,no,no,no,no,vler,'contain caprus necessary business rule determine to status exam result'
yes,yes,no,no,yes,no,vler,'apply capri business rule these originator provider vha submit result exam status appropriate'
no,no,no,no,no,no,vler,constraint
no,no,no,no,no,no,vler,'none present'
no,no,no,no,no,no,vler,'user story us010 update .03 exist exam result status v1 .00'
no,no,no,no,no,no,vler,story
yes,yes,no,no,yes,no,vler,'result reviewer c&p compensation pension exam want i virtual lifetime electronic record vler data access services das pass to result c&p exam update status c&p exam exist clinical data cd service storage health data repository hdr available so that status current be department veterans affairs va claim disability advance adjudication process can'
no,no,no,no,no,no,vler,background
yes,no,no,no,no,no,vler,'c&p exam result deliverable be primary disability claim adjudication process'
no,yes,no,no,yes,no,vler,'have party all involve agree to status possible result value exam properly so produce that the consume application can process claim'
no,no,no,no,no,no,vler,'status value possible be'
no,no,no,no,no,no,vler,'require status possible pend value be under review veterans health administration vha review use veterans benefits administration vba'
no,no,no,no,no,no,vler,'be status value possible complete use ready vba to'
no,no,no,no,no,no,vler,'status value possible be reject insufficient submission be need possibly further clarification'
yes,yes,no,no,yes,no,vler,'illustrate figure 1 process create review exam result'
yes,yes,no,no,yes,no,vler,'contract result exam create vha provider use record interchange compensation pension capri vba provider use proprietary system clinician treat vha private use disability benefits questionnaire dbq have forms service status of complete submit when they be'
yes,yes,no,no,yes,no,vler,'result exam contract create vha have provider use proprietary system status review pending-under submit when they be'
yes,yes,no,no,yes,no,vler,'review vha provider may exam result status review pending-under change status its complete to either or reject'
no,no,no,no,no,no,vler,conversation
yes,yes,no,no,yes,no,vler,'receive vler da c&p exam result status application produce e.g. caprus'
yes,yes,no,no,yes,no,vler,'send vler da c&p exam result include status cd storage hdr'
yes,yes,no,no,yes,no,vler,'result retrieve reviewer c&p exam result cd update exam status use veterans benefits management system vbms application or similar'
yes,yes,no,no,yes,no,vler,'send reviewer result c&p exam update status vler das use vbm application or similar'
yes,yes,no,no,yes,no,vler,'result receive vler da update a c&p exam status reviewer use vbm application or similar'
yes,yes,no,no,yes,no,vler,'send vler da result exam update status cd storage hdr'
yes,yes,no,no,yes,no,vler,'hdr record date status modified database'
no,no,no,no,no,no,vler,'listing acceptance criteria'
yes,yes,no,no,yes,no,vler,'send vler da result c&p exam update status cd storage hdr'
no,no,no,no,no,no,vler,assumption
no,yes,no,no,no,no,vler,'responsible application produce be apply business rule any determine that status value appropriate exam result'
no,yes,no,no,no,no,vler,'responsible application produce be apply datum appropriate format vler das processing'
no,yes,no,no,yes,no,vler,'user story us0010 store exam result status .04 status pending-under review vha-contracted provider'
no,no,no,no,no,no,vler,story
yes,yes,no,no,yes,no,vler,'want veterans health administration vha contract provider i pass virtual lifetime electronic record vler data access services das to exam result initial status review pending-under clinical data cd service storage health data repository hdr claim so that disability advance adjudication process can'
no,no,no,no,no,no,vler,background
yes,yes,no,no,yes,no,vler,'able interested party must be access to result exam store claim as part disability adjudication process'
yes,yes,no,no,no,no,vler,'result exam some require review next step process consider some be complete submit when they be'
yes,yes,no,no,yes,no,vler,'be exam submit vha-contracted provider should status review pending-under'
yes,no,no,no,no,no,vler,'submit exam these be from outside firewall va'
yes,no,no,no,yes,no,vler,'then vha user will have capability access to exam hdr ability change to status pending-under review complete to reject or'
no,no,no,no,no,no,vler,'status value possible be'
